,Site,PS1,PS2,Title,available_in_my_db
78,Brazzers Exxtra,kayla_kayden,la_sirena_69,twos_cumpany_threesomes_a_crowd_part_2,yes
79,Brazzers Exxtra,dani_daniels,nikki_benz,lets_get_facials_2,no
80,Brazzers Exxtra,aidra_fox,keiran_lee,unexpected_dinner_guest,no
81,Brazzers Exxtra,kendra_lust,keiran_lee,personal_trainers_session_3,yes
82,Brazzers Exxtra,kristina_rose,keisha_grey,brazzers_house_2_unseen_moments,no
83,Brazzers Exxtra,violet_myers,chris_blaccwood,free_use_pussy_juice,no
84,Brazzers Exxtra,kendra_lust,keiran_lee,personal_trainers_session_1,yes
85,Brazzers Exxtra,peta_jensen,johnny_sins,peta_pays_your_cock_a_visit,no
86,Brazzers Exxtra,brandi_love,monique_alexander,brandi_loves_the_realtor,no
87,Brazzers Exxtra,codi_vore,steve_holmes,a_room_with_a_cock,no
88,Brazzers Exxtra,riley_reid,elsa_jean,licking_locked_up,no
89,Brazzers Exxtra,abella_danger,ramon_nomar,a_love_hate_fuck_relationship,no
90,Brazzers Exxtra,kristen_scott,sean_lawless,my_stepsister_the_gamer,no
91,Brazzers Exxtra,madison_ivy,jasmine_jae,tour_of_london_part_one,yes
92,Brazzers Exxtra,amia_miley,jessy_jones,1_800_phone_sex_line_1,no
93,Brazzers Exxtra,peta_jensen,kissa_sins,brazzers_heavenly_bodies,no
94,Brazzers Exxtra,lana_rhoades,keiran_lee,when_lanas_home_alone,no
95,Brazzers Exxtra,riley_reid,dakota_james,daughter_swap,no
96,Brazzers Exxtra,sasha_rose,raul_costa,roommates_with_anal_benefits,no
97,Brazzers Exxtra,dani_daniels,jessy_jones,zz_lemonade_dani_daniels,no
98,Brazzers Exxtra,samantha_saint,keiran_lee,the_perfect_maid_3,no
99,Brazzers Exxtra,mia_malkova,keisha_grey,stretching_them_out,no
100,Brazzers Exxtra,ashly_anderson,markus_dupree,cum_competition,no
101,Brazzers Exxtra,mia_malkova,erik_everhard,yoga_lesson,no
102,Brazzers Exxtra,abigail_mac,kendra_lust,personal_trainers_session_2,yes
103,Brazzers Exxtra,alexis_fawx,jordi_el_nino_polla,sex_and_the_sponge_bath,yes
104,Brazzers Exxtra,peta_jensen,anissa_kate,storm_of_kings_xxx_parody_behind_the_scenes,no
105,Brazzers Exxtra,adriana_chechik,keiran_lee,the_ass_on_adriana,yes
106,Brazzers Exxtra,osa_lovely,nickey_huntsman,strip_club_surprise,no
107,Brazzers Exxtra,romi_rain,angela_white,the_fuckening,yes
108,Brazzers Exxtra,nicole_aniston,charles_dera,trapped_and_fucked,no
109,Brazzers Exxtra,angela_white,nicolette_shea,caught_talking_dirty,yes
110,Brazzers Exxtra,ariana_marie,nicole_aniston,yoga_freaks_episode_seven,no
111,Brazzers Exxtra,nikki_benz,danny_d,nikkis_blind_taste_test,yes
112,Brazzers Exxtra,tiffany_watson,juan_loco,facial_by_surprise,no
113,Brazzers Exxtra,diamond_foxxx,levi_cash,stepmom_likes_it_rough,yes
114,Brazzers Exxtra,stormy_daniels,keiran_lee,stormys_secret,no
115,Brazzers Exxtra,sofia_lee,charlie_dean,my_girls_double_is_anal_trouble,no
116,Brazzers Exxtra,abigaiil_morris,lily_lou,more_panty_fucks,no
117,Brazzers Exxtra,rachel_roxxx,keiran_lee,stepsister_shares_the_shower,no
118,Brazzers Exxtra,rachel_starr,jessy_jones,i_spy,no
119,Brazzers Exxtra,nicole_aniston,markus_dupree,girth_in_her_shell_a_xxx_parody,no
120,Brazzers Exxtra,rachel_starr,anissa_kate,you_can_cream_on_me,no
121,Brazzers Exxtra,ava_addams,nina_elle,moms_house_moms_rules,no
122,Brazzers Exxtra,rachel_starr,ramon_nomar,rachel_starr_surprise,no
123,Brazzers Exxtra,richelle_ryan,bill_bailey,honey_would_you_mind_milking_my_nuts,no
124,Brazzers Exxtra,kayla_kayden,danny_mountain,sensory_deprivation,yes
125,Brazzers Exxtra,peta_jensen,bill_bailey,my_honey_wants_it_rough,no
126,Brazzers Exxtra,amber_alena,xander_corvus,cooldown_dicking,no
127,Brazzers Exxtra,madison_ivy,kendra_sunderland,bodacious_bikini_threesome,no
128,Brazzers Exxtra,kendra_lust,johnny_sins,fuck_christmas_part_4,yes
129,Brazzers Exxtra,nina_elle,chanel_preston,keiran_lees_1000th_this_is_your_zz_life,no
130,Brazzers Exxtra,monique_alexander,madison_ivy,1_800_phone_sex_line_8,no
131,Brazzers Exxtra,abella_danger,jordi_el_nino_polla,shower_curtain_cock,no
132,Brazzers Exxtra,peta_jensen,bill_bailey,the_rough_shagging_shrink,no
133,Brazzers Exxtra,summer_brielle,bonnie_rotten,the_blowjob_business,no
134,Brazzers Exxtra,abby_lee_brazil,sean_lawless,slut_hotel_part_1,no
135,Brazzers Exxtra,romi_rain,charles_dera,wonder_woman_a_xxx_parody,yes
136,Brazzers Exxtra,nikki_benz,sean_lawless,full_service_station_a_xxx_parody,yes
137,Brazzers Exxtra,aidra_fox,jordi_el_nino_polla,zz_lemonade_aidra_fox,no
138,Brazzers Exxtra,amia_miley,holly_hendrix,1_800_phone_sex_line_4,no
139,Brazzers Exxtra,amara_romani,tommy_gunn,our_babysitters_butt_part_2,no
140,Brazzers Exxtra,bailey_brooke,sean_lawless,the_stowaway,no
141,Brazzers Exxtra,kristen_scott,michael_vegas,fucking_like_frenemies_part_1,no
142,Brazzers Exxtra,nicolette_shea,johnny_sins,private_dick,yes
143,Brazzers Exxtra,abella_danger,tommy_gunn,sybian_gamer_girl,no
144,Brazzers Exxtra,peta_jensen,johnny_sins,power_rack_a_xxx_parody,yes
145,Brazzers Exxtra,katana_kombat,xander_corvus,make_yourself_free_useful,no
146,Brazzers Exxtra,katrina_jade,lela_star,black_friday_fuckfest,yes
147,Brazzers Exxtra,janice_griffith,dani_jensen,feet_fanatics,no
148,Brazzers Exxtra,blondie_fesser,jordi_el_nino_polla,helping_hands_on_her_big_tits,yes
149,Brazzers Exxtra,luna_star,la_sirena_69,escandalo_2,no
150,Brazzers Exxtra,madison_ivy,jean_val_jean,1_800_phone_sex_line_6,no
151,Brazzers Exxtra,mia_malkova,anissa_kate,best_of_brazzers_working_out,yes
152,Brazzers Exxtra,nicolette_shea,ramon_nomar,off_the_rack,no
153,Brazzers Exxtra,misty_stone,ariella_ferrera,best_of_brazzers_sneakiest_moments,no
154,Brazzers Exxtra,anissa_kate,keiran_lee,ohhhhh_la_la,no
155,Brazzers Exxtra,holly_hendrix,kyle_mason,1_800_phone_sex_line_3,no
156,Brazzers Exxtra,brandi_love,abella_danger,neighborly_love_motorbunny_edition,no
157,Brazzers Exxtra,vivian_azure,keiran_lee,the_allure_of_azure,no
158,Brazzers Exxtra,aj_applegate,megan_rain,squirt_fight,no
159,Brazzers Exxtra,chantelle_fox,danny_d,the_wet_look,no
160,Brazzers Exxtra,aubrey_black,jordi_el_nino_polla,milfs_grab_back,no
161,Brazzers Exxtra,veruca_james,johnny_sins,the_perfect_maid,no
162,Brazzers Exxtra,aaliyah_hadid,michael_vegas,fucking_like_frenemies_part_2,no
163,Brazzers Exxtra,aidra_fox,jessy_jones,new_years_sleaze,no
164,Brazzers Exxtra,luna_star,victoria_june,escandalo,no
165,Brazzers Exxtra,nicole_aniston,keiran_lee,fix_your_fucking_marriage,no
166,Brazzers Exxtra,zara_du_rose,brooklyn_blue,star_trexxx_the_captains_seed_xxx_parody,no
167,Brazzers Exxtra,rebecca_more,jordi_el_nino_polla,meeting_his_horny_monster_a_xxx_parody,no
168,Brazzers Exxtra,peta_jensen,eva_lovia,zz_vs_dp_the_final_fuck_off,no
169,Brazzers Exxtra,luna_star,victoria_june,my_wifes_trainer,no
170,Brazzers Exxtra,osa_lovely,gogo_fukme,meeting_g_fs_slutty_family,no
171,Brazzers Exxtra,stella_cox,keiran_lee,cock_for_cox,yes
172,Brazzers Exxtra,abella_danger,alberto_blanco,sneaking_in_the_back_door,no
173,Brazzers Exxtra,vanessa_decker,danny_d,stream_creaming,no
174,Brazzers Exxtra,kayla_kayden,keiran_lee,it_puts_the_lotion_on_the_cock,yes
175,Brazzers Exxtra,gabriella_paltrova,casey_calvert,s_is_for_squirt,no
176,Brazzers Exxtra,alicia_amira,danny_d,life_assistant_doll,no
177,Brazzers Exxtra,karlee_grey,jo_jo_kiss,in_tents_fucking_part_2,no
178,Brazzers Exxtra,britney_amber,lela_star,creampie_diaries_part_3,no
179,Brazzers Exxtra,ariana_marie,zoe_clark,school_slut,no
180,Brazzers Exxtra,jayla_page,diego_perez,backup_for_the_mega_booty,no
181,Brazzers Exxtra,jessa_rhodes,keiran_lee,in_the_lap_of_luxury,no
182,Brazzers Exxtra,kira_noir,lucas_frost,if_the_dick_fits_part_1,no
183,Brazzers Exxtra,lennox_luxe,chad_white,dirty_bride,no
184,Brazzers Exxtra,angela_white,jessy_jones,mantequilla_bay_bay,yes
185,Brazzers Exxtra,elsa_jean,jessy_jones,big_surprise_from_her_brother_in_law,no
186,Brazzers Exxtra,emily_b,brick_danger,a_stepmothers_touch,no
187,Brazzers Exxtra,casey_calvert,michael_vegas,sharing_my_stepsister,no
188,Brazzers Exxtra,abella_danger,ramon_nomar,cuffed_and_fucked,no
189,Brazzers Exxtra,kayla_kayden,xander_corvus,radiant_booty,yes
190,Brazzers Exxtra,kissa_sins,johnny_sins,arrest_this_whore,no
191,Brazzers Exxtra,britney_amber,jessy_jones,cops_and_knobbers,no
192,Brazzers Exxtra,astrid_star,xander_corvus,the_blind_date,no
193,Brazzers Exxtra,sally_d_angelo,alex_legend,can_you_help_my_mom,no
194,Brazzers Exxtra,gabriela_lopez,johnny_love,family_road_trip_dick,no
195,Brazzers Exxtra,ayumu_kase,bill_bailey,otaku_orgasm,no
196,Brazzers Exxtra,diamond_kitty,markus_dupree,visiting_hour_plower,no
197,Brazzers Exxtra,nekane_sweet,jordi_el_nino_polla,she_wants_my_dragon_balls_xxx_parody,yes
198,Brazzers Exxtra,ava_addams,jessy_jones,taught_to_talk_dirty,no
199,Brazzers Exxtra,julie_cash,richelle_ryan,modern_museum_of_fine_ass,no
200,Brazzers Exxtra,nicolette_shea,tyler_nixon,the_dick_pic_trick,yes
201,Brazzers Exxtra,britney_amber,xander_corvus,my_slutty_valentine_part_2,no
202,Brazzers Exxtra,karissa_shannon,kristina_shannon,titillating_treachery,no
203,Brazzers Exxtra,nicolette_shea,johnny_sins,cock_hungry_cowgirl,no
204,Brazzers Exxtra,adriana_chechik,violet_starr,best_of_brazzers_fantastic_facials,no
205,Brazzers Exxtra,angel_wicky,jordi_el_nino_polla,nurse_gets_a_glory_hole_ass_fuck,yes
206,Brazzers Exxtra,aj_applegate,michael_vegas,double_penetrate_date,no
207,Brazzers Exxtra,alex_blake,sean_lawless,when_the_food_truck_is_a_rockin,no
208,Brazzers Exxtra,madison_ivy,jasmine_jae,tour_of_london_part_one_remastered,no
209,Brazzers Exxtra,keisha_grey,abigail_mac,the_joys_of_d_jing,no
210,Brazzers Exxtra,kelsi_monroe,j_mac,something_borrowed_something_blew,no
211,Brazzers Exxtra,nikki_hearts,leigh_raven,sneaky_sharing,no
212,Brazzers Exxtra,august_taylor,buddy_hollywood,maid_to_nurture,no
213,Brazzers Exxtra,kenzie_reeves,markus_dupree,anal_prescription_pickup,no
214,Brazzers Exxtra,brandi_love,michael_vegas,brandi_loves_the_contractors,no
215,Brazzers Exxtra,melissa_moore,preston_parker,your_princi_pal,no
216,Brazzers Exxtra,kali_roses,lucas_frost,smoke_em_out,no
217,Brazzers Exxtra,monique_alexander,keiran_lee,a_long_rough_night,no
218,Brazzers Exxtra,abigail_mac,keiran_lee,living_with_a_girl_is_rough,no
219,Brazzers Exxtra,madison_ivy,keiran_lee,the_mystique_of_madison,no
220,Brazzers Exxtra,aidra_fox,tony_d,the_easiest_test,no
221,Brazzers Exxtra,alessandra_jane,danny_d,fucking_the_busker,no
222,Brazzers Exxtra,mellanie_monroe,chloe_temple,the_gilf_the_milf_and_the_stepdaughter,no
223,Brazzers Exxtra,sarah_banks,johnny_sins,pussy_pat_down,no
224,Brazzers Exxtra,jai_james,danny_d,a_big_load,no
225,Brazzers Exxtra,ashley_fires,charles_dera,wham_bam_thank_you_paper_jam,no
226,Brazzers Exxtra,ariella_ferrera,markus_dupree,the_trophy_husband,no
227,Brazzers Exxtra,kayla_kayden,xander_corvus,baby_batter_cakes,yes
228,Brazzers Exxtra,ashley_adams,chad_white,the_mechanic,no
229,Brazzers Exxtra,lela_star,keiran_lee,lela_commissions_a_cock,no
230,Brazzers Exxtra,madelyn_monroe,danny_d,just_go_for_it,no
231,Brazzers Exxtra,vanessa_sky,lulu_chu,squirt_pop_and_deliver,no
232,Brazzers Exxtra,gabriella_paltrova,danny_d,how_rough_does_she_want_it,no
233,Brazzers Exxtra,keisha_grey,bill_bailey,road_head,no
234,Brazzers Exxtra,carter_cruise,xander_corvus,pumpkin_spice_slut,no
235,Brazzers Exxtra,gia_paige,j_mac,im_not_leaving,no
236,Brazzers Exxtra,carter_cruise,keiran_lee,a_warm_place_to_stay_tonight,no
237,Brazzers Exxtra,blondie_fesser,sofia_lee,adjoined_to_her_pussy_part_2,yes
238,Brazzers Exxtra,romi_rain,xander_corvus,mystery_tape_a_xxx_parody,yes
239,Brazzers Exxtra,kira_noir,rebecca_vanguard,youve_changed_part_2,no
240,Brazzers Exxtra,lena_paul,johnny_sins,on_the_sidelines_on_her_knees,no
241,Brazzers Exxtra,monique_alexander,xander_corvus,monique_is_a_sweet_creampie_dream,no
242,Brazzers Exxtra,kendra_sunderland,zac_wild,the_clumsiest_girl_in_the_world,yes
243,Brazzers Exxtra,katie_kush,aubree_valentine,fucking_the_whole_sorority_part_2,no
244,Brazzers Exxtra,abby_cross,danny_d,star_whores_princess_lay_xxx_parody,no
245,Brazzers Exxtra,jessa_rhodes,keiran_lee,your_father_fucks_me_harder,no
246,Brazzers Exxtra,gia_oh_my,seka_black,a_modern_romance_bad_boy_meets_gilf,no
247,Brazzers Exxtra,isabella_de_santos,keiran_lee,isabellas_all_anal_fuck_date,no
248,Brazzers Exxtra,gogo_fukme,porsha_carrera,sliding_into_a_slut_sandwich,no
249,Brazzers Exxtra,corinna_blake,ramon_nomar,superbang_my_ass,yes
250,Brazzers Exxtra,ashley_adams,danny_d,swipe_the_slate_clean_part_two,no
251,Brazzers Exxtra,riley_reid,jessy_jones,rileys_private_show,no
252,Brazzers Exxtra,romi_rain,van_wylde,drone_bone,yes
253,Brazzers Exxtra,lena_paul,xander_corvus,avoiding_dicktection,yes
254,Brazzers Exxtra,luna_star,scott_nails,squirting_in_the_new_year,no
255,Brazzers Exxtra,ava_addams,xander_corvus,the_package,yes
256,Brazzers Exxtra,karma_rx,bridgette_b,the_getaway_part_2,yes
257,Brazzers Exxtra,adriana_chechik,alex_legend,emergency_squirter,yes
258,Brazzers Exxtra,madison_scott,jessy_jones,whenever_wherever_however,no
259,Brazzers Exxtra,ashley_adams,markus_dupree,fix_me_a_snack,no
260,Brazzers Exxtra,lela_star,markus_dupree,lela_pays_her_dues,no
261,Brazzers Exxtra,nicolette_shea,xander_corvus,1_800_phone_sex_line_5,no
262,Brazzers Exxtra,cathy_heaven,danny_d,gamer_heaven,yes
263,Brazzers Exxtra,kissa_sins,johnny_sins,belly_dancing_4_big_dicks,no
264,Brazzers Exxtra,rachel_starr,johnny_sins,a_horny_devil,no
265,Brazzers Exxtra,lela_star,michael_vegas,creampie_diaries_part_2,no
266,Brazzers Exxtra,marica_hase,charles_dera,dont_touch_her_4,no
267,Brazzers Exxtra,adira_allure,small_hands,pussy_therapy,no
268,Brazzers Exxtra,cali_carter,lucas_frost,roommate_wrestling,no
269,Brazzers Exxtra,kalina_ryu,keiran_lee,if_i_was_your_boss,no
270,Brazzers Exxtra,lauren_phillips,dolly_leigh,good_things_cum_in_small_and_big_packages,no
271,Brazzers Exxtra,nicolette_shea,kyle_mason,mrs_sheas_room_service,no
272,Brazzers Exxtra,stacy_jay,markus_dupree,deeper_in_the_housekeeper,no
273,Brazzers Exxtra,jessa_rhodes,mick_blue,follow_me,no
274,Brazzers Exxtra,kira_noir,markus_dupree,kira_finds_her_motivation,no
275,Brazzers Exxtra,ivy_lebelle,danny_d,cock_calling_on_the_job_site,no
276,Brazzers Exxtra,kira_noir,van_wylde,if_the_dick_fits_part_2,no
277,Brazzers Exxtra,alessandra_jane,danny_d,the_mischievous_maid,no
278,Brazzers Exxtra,blondie_fesser,pablo_ferrari,shes_on_the_prowl,no
279,Brazzers Exxtra,rilynn_rae,danny_d,a_reporter_in_the_rough,no
280,Brazzers Exxtra,amber_alena,keiran_lee,virile_voyeur,no
281,Brazzers Exxtra,victoria_june,johnny_sins,hot_mic,no
282,Brazzers Exxtra,kylie_nicole,jordan_ash,the_slut_in_the_cupboard,no
283,Brazzers Exxtra,ava_koxxx,summer_brielle,i_hope_you_brought_enough_for_everyone,no
284,Brazzers Exxtra,luna_star,jessy_jones,zz_sex_doll,no
285,Brazzers Exxtra,nicole_aniston,johnny_sins,lined_up_and_laid_out,no
286,Brazzers Exxtra,amirah_adara,jordan_ash,backyard_butt_sex,no
287,Brazzers Exxtra,bonnie_rotten,alex_legend,lap_dance_fap,no
288,Brazzers Exxtra,romi_rain,elicia_solis,comply_with_this_guy,yes
289,Brazzers Exxtra,alessandra_jane,danny_d,virtual_ramming,no
290,Brazzers Exxtra,mia_malkova,alexa_grace,the_newbie,no
291,Brazzers Exxtra,clara_trinity,jax_slayher,coach_peepers_lends_a_big_hand,no
292,Brazzers Exxtra,adriana_chechik,isiah_maxwell,what_wifey_wants,yes
293,Brazzers Exxtra,honey_moon,damon_dice,feel_the_burn,no
294,Brazzers Exxtra,ashley_adams,xander_corvus,swipe_the_slate_clean_part_one,no
295,Brazzers Exxtra,mila_milan,jordi_el_nino_polla,the_cats_meow_xxx_parody,no
296,Brazzers Exxtra,viola_bailey,danny_d,danny_d_life_on_the_road_xxx_parody,no
297,Brazzers Exxtra,michelle_anderson,jimmy_michaels,pillow_humpers,no
298,Brazzers Exxtra,nicole_aniston,xander_corvus,abstract_sexpressionism,no
299,Brazzers Exxtra,summer_brielle,ramon_nomar,cocks_for_the_copper,yes
300,Brazzers Exxtra,chloe_amour,buddy_hollywood,a_hitchhikers_guide_to_my_cock,no
301,Brazzers Exxtra,anna_de_ville,ramon_nomar,pedal_to_the_anal,no
302,Brazzers Exxtra,casey_calvert,charles_dera,metal_rear_solid_the_phantom_peen_a_xxx_parody,no
303,Brazzers Exxtra,adriana_chechik,dean_van_damme,that_warm_and_fuzzy_feeling,no
304,Brazzers Exxtra,nicolette_shea,mick_blue,brand_new_bimbo,yes
305,Brazzers Exxtra,corinna_blake,markus_dupree,the_lumbersexual,yes
306,Brazzers Exxtra,joseline_kelly,bruce_venture,smoothie_slut,no
307,Brazzers Exxtra,isabella_de_santos,keiran_lee,whats_under_the_hood,no
308,Brazzers Exxtra,lela_star,molly_stewart,best_of_brazzers_lela_star,no
309,Brazzers Exxtra,karma_rx,charles_dera,stocks_and_bonds_age,no
310,Brazzers Exxtra,aryana_adin,keiran_lee,breaking_and_entering_this_pussy,no
311,Brazzers Exxtra,luna_star,lela_star,1_800_phone_sex_line_10,no
312,Brazzers Exxtra,chloe_lamour,charlie_dean,doppelbanger,yes
313,Brazzers Exxtra,kissa_sins,charles_dera,fuck_christmas_part_2,yes
314,Brazzers Exxtra,ariana_marie,chanel_preston,best_of_brazzers_pantyhose,no
315,Brazzers Exxtra,bridgette_b,nina_kayy,blowing_on_some_other_guys_dice,no
316,Brazzers Exxtra,phoenix_marie,j_mac,the_house_christening,no
317,Brazzers Exxtra,kira_perez,advoree,ex_gf_rivalry,no
318,Brazzers Exxtra,julia_ann,isiah_maxwell,two_bangz_vs_nancy,yes
319,Brazzers Exxtra,katrina_moreno,sheila_ortega,escandalo_3_sister_sabotage,no
320,Brazzers Exxtra,ashley_adams,michael_vegas,swipe_the_slate_clean_part_three,no
321,Brazzers Exxtra,phoenix_marie,john_strong,a_little_discipline_for_phoenix,no
322,Brazzers Exxtra,corinna_blake,bill_bailey,the_pussy_in_my_pool,yes
323,Brazzers Exxtra,lily_labeau,markus_dupree,whats_your_fantasy,no
324,Brazzers Exxtra,anna_bell_peaks,felicity_feline,bloodthirsty_biker_babes_part_2,yes
325,Brazzers Exxtra,ivy_lebelle,xander_corvus,renaissance_fair_fuck,no
326,Brazzers Exxtra,karla_kush,ramon_nomar,dont_trust_your_friends,no
327,Brazzers Exxtra,raven_bay,danny_d,spanking_the_secretary,yes
328,Brazzers Exxtra,roxanne_rae,danny_d,a_rough_pro_bono,no
329,Brazzers Exxtra,layton_benton,jordi_el_nino_polla,soaking_wet_revenge,no
330,Brazzers Exxtra,nina_elle,keiran_lee,cocktoberfest,no
331,Brazzers Exxtra,roxy_risingstar,josh,put_down_the_phone_and_fuck_me,no
332,Brazzers Exxtra,alessa_savage,danny_d,open_for_business,no
333,Brazzers Exxtra,blair_williams,xander_corvus,i_can_do_anal_though,no
334,Brazzers Exxtra,lela_star,nicolette_shea,i_dont_know_her,yes
335,Brazzers Exxtra,kayla_kayden,small_hands,whore_o_scoping,yes
336,Brazzers Exxtra,angela_white,mick_blue,take_control,yes
337,Brazzers Exxtra,ariana_marie,keiran_lee,i_like_to_be_natural,no
338,Brazzers Exxtra,bridgette_b,cory_chase,best_of_brazzers_summer_edition,no
339,Brazzers Exxtra,lacey_london,tori_montana,nurses_threesome_cures_all,no
340,Brazzers Exxtra,georgie_lyall,danny_d,melt_in_her_mouth,no
341,Brazzers Exxtra,nicolette_shea,markus_dupree,smart_ho_me,no
342,Brazzers Exxtra,monique_alexander,johnny_castle,good_ol_fashioned_american_fucking,yes
